id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
2879,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive,znga httpstksco3rdu looking for a test at 925 resistance point cc cfrazierjr fletchtrade traders,1
3905,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative,as a of these negotiations the has decided to make 45 people redundant on and grounds,0
1644,SABMiller revenue hit by weaker EM currencies,negative,sabmiller revenue hit by weaker em currencies,0
1809,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative,glencore cuts 2015 budget to divest from lonmin,0
4031,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral,in managed takes responsibility for building and transferring as well as optimising the indosat g network,2
4638,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,gdx gdxj jnug strong move for the junior gold miners keep an eye out for a gap fill,1
5190,$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,negative,fb down 75 from this bearish pattern considering the bullish sentiment that an impressive bearish move httpstcotajf0ch2qh,0
348,"FTSE led lower by M&S, GlaxoSmithKline",negative,ftse led lower by ms glaxosmithkline,0
5682,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive,suominen that specialises in wet wipes nonwovens and flexible packaging of 441 in the of up from 433 in the of,1
5534,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,positive,vrtx technical signal for confirmation 86 it needs some fundam incentive httpstcoquysrqfo2x,1
2070,Device volume in the area decreased by 21 % to 2.7 mn units .,negative,device volume in the by 21 to 27,0
2845,Seat belt recall? who cares....  I'm a buyer $TSLA,positive,seat belt recall who cares i a buyer tsla,1
4862,Our standardised services have met with a positive reception among our customers as well as at Itella .,positive,our standardised have met with a positive reception among our as well as at itella,1
284,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative,in by 105 in january while outside dropped by 17,0
944,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,the acquisition of elektros pavara completes kone expansion strategy in the baltic countries,1
5078,"However , he expects banks to provide alternative financing .",positive,however he to alternative financing,1
5063,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",positive,the upgrade is intended to raise the network capacity from 450 mhz to 630 mhz in several cities enabling bidirectional for digital television as well as broadband data,1
2326,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative,paper were in negative territories with stora enso r shedding 162 to 1273 upmkymmene down 080 at 1864 and mreal b 018 at 557,0
266,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,profitability ebit was 139 to 131 in the previousyear,1
1286,Finnlines said that the deal is part of its strategy to focus on its core businesses .,neutral,finnlines that the is part of its strategy to focus on its core,2
5389,$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,negative,tsla i see more downside in next two weeks be careful 20 dollars drop potential vs up moved,0
5530,Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,positive,adobe receives rating from top analyst adbe httpstcoljnxpevhzn,1
4128,Satama 's net sales would be higher than the year before .,positive,satama would be than the before,1
625,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,forest machinery manufacturer ponsse has issued a warning,0
5007,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,the 25 047 lower at 315055 and the was down 021 at 1073642 on 1523 bln turnover,0
265,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive,we succeeded in our of apartment comments mr kari kauniskangas head of yit international,1
3221,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral,the of a large woodworking facility in the sheksna district of the vologda region in northwest russia will begin in and the will in 2011,2
3915,The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative,the acquisition of landsbanken sverige in burdened the performance with 30,0
1772,"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",neutral,agn and pypl under pressure along with the however there were bullish options trades in both this morning httpstco9xg5w8nont,2
515,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral,poyry in amounted to about 720 and it employs 7400 experts,2
5256,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,the real estate posted a of x201a 593 x201a 021 per with a of x201a 31 x201a 011 per for the of,0
585,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",neutral,the study evaluated the safety tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis,2
1885,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,the confirmed its for revenue for the whole than the yearago eur93 9 as given in the interim on august,0
5041,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive,beyond the improved voice capabilities now have a streamlined way to comply with recalls and other traceability requirements them with a competitive advantage,1
591,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,negative,here come the shorts marchin in gmcr lovin it,0
5264,$LUV Continues to consolidate above previous break out area...,positive,luv to consolidate above previous break out,1
4576,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,positive,will expand to other of elcoteq locations mexico and hungary during,1
3604,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",neutral,the method utilises waterborne ultra giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and without a separate primer,2
1010,"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",positive,separately yit and austrian firm e ag last week signed an on the of e building in germany austria poland the czech republic hungary and romania for 55,1
30,All are welcome .,neutral,all are welcome,2
1469,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive,avgo great growth stk also raised dividend clearly a great httpstkscor2f3h,1
5153,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,positive,most of the in was due to the acquisition of swedish silva that produces garden tools and boats,1
5550,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,return on equity stood at 183 to 154 in the third of,1
